date,number,name,rating,n_reviews,price
2021-02-06,48,"GE 6 Outlet Power Strip, 8 Ft Long Extension Cord, Grounded Outlets, UL Listed, White, 14832",4.7,"13,534",$7.99
2021-02-06,49,"Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the…",4.5,"57,716",$37.98
2021-02-06,50,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD…",4.6,"24,642",$364.99
2021-02-06,51,Echo Auto- Hands-free Alexa in your car with your phone,4.0,"98,664",$24.99
2021-02-06,52,"Mpow BH129 Bluetooth Receiver for Car, Aux Bluetooth Car Adapter 5.0 for Wired Speakers/Headphones/Home Music Streaming…",4.4,"20,564",$16.99
2021-02-06,53,Super Mario 3D All-Stars - Nintendo Switch,4.8,"34,461",Not available
2021-02-06,54,Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01),4.9,"60,537",$299.99
2021-02-06,55,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"20,640",$349.59
2021-02-06,56,"Amazon Basics Microwave, Small, 0.7 Cu. Ft, 700W, Works with Alexa",4.4,"22,896",$59.99
2021-02-06,57,Victure 1080P 4Pcs Indoor Security Camera System Home Monitor with 2.4Ghz Pet/Baby/Nanny Security Surveillance Camera…,4.3,"10,859",$33.99
2021-02-06,58,"VELCRO Brand ONE-WRAP Cable Ties | 100Pk | 8 x 1/2"" Black Cord Organization Straps | Thin Pre-Cut Design | Wire…",4.8,"22,272",$12.49
2021-02-06,59,SUPERDANNY USB Surge Protector Power Strip Mountable Extension Cord Multiple Protection 5 Outlet 3 USB Port with Hook…,4.8,"16,013",$16.99
2021-02-06,60,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Twilight Blue",4.6,"154,116",$94.99
2021-02-06,61,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7,"30,238",$139.99
2021-02-06,62,Nintendo Switch AC Adapter,4.8,"7,247",$26.88
2021-02-06,63,"Fire HD 8 Plus tablet, HD display, 32 GB, our best 8"" tablet for portable entertainment, Slate",4.5,"16,287",$84.99
2021-02-06,64,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch…",4.3,"29,656",$28.79
2021-02-06,65,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black – Without Ads",4.6,"154,116",$109.99
2021-02-06,66,"Desktop Power Strip with 3 Outlet 4 USB Ports 4.5A, Flat Plug and 5 ft Long Braided Extension Cords for Cruise Ship…",4.8,"8,788",$17.99
2021-02-06,67,"Introducing Amazon eero 6 dual-band mesh Wi-Fi 6 system with built-in Zigbee smart home hub (3-pack, one eero 6 router…",4.5,"1,732",$71.00
2021-02-06,68,Orzly Carry Case Compatible with Nintendo Switch - Black Protective Hard Portable Travel Carry Case Shell Pouch for…,4.8,"41,242",$13.96
2021-02-06,69,"Hmrope 100pcs Cable Zip Ties Heavy Duty 8 Inch, Premium Plastic Wire Ties with 50 Pounds Tensile Strength, Self-Locking…",4.7,"7,219",$7.49
2021-02-06,70,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170…",4.5,"12,935",$79.97
2021-02-06,71,"Surge Protector Wall Mount , Outlet Splitter with Rotating Plug, POWERIVER Power Strip with 6 Outlet Extender (3 Side…",4.6,"9,183",$15.98
2021-02-06,72,Dash Cam Front and Rear CHORTAU Dual Dash Cam 3 inch Dashboard Camera Full HD 170° Wide Angle Backup Camera with Night…,4.3,"10,447",$49.98
2021-02-06,73,Super Smash Bros. Ultimate - Nintendo Switch,4.9,"39,593",Not available
2021-02-06,74,Nintendo Switch - Animal Crossing: New Horizons Edition - Switch,4.9,"60,537",$349.44
2021-02-06,75,"Power Strip,Witeem Surge Protector with 12-Outlet (1875W/15A,4360Joules) and 4 USB Charging Ports (5V/6A,30W),6Ft…",4.8,"9,211",$26.99
2021-02-06,76,Fire TV Cube | Hands-free streaming device with Alexa | 4K Ultra HD | 2019 release,4.6,"38,009",$104.99
2021-02-06,77,"NETGEAR Nighthawk Smart Wi-Fi Router, R6700 - AC1750 Wireless Speed Up to 1750 Mbps | Up to 1500 Sq Ft Coverage & 25…",4.3,"68,503",$79.97
2021-02-06,78,"All-New Insignia NS-43DF710NA21 43-inch Smart 4K UHD - Fire TV Edition, Released 2020",4.6,"9,313",$259.99
2021-02-06,79,"Tile Slim (2020) 1-pack - Slim & Sleek Bluetooth Tracker, Item Locator and Finder for Wallets, Passports and Electronic…",4.6,"17,241",$23.99
2021-02-06,80,"Power Strip, Bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100 Joules, 6 Feet Long…",4.8,"30,305",$26.99
2021-02-06,81,"APEMAN Dash Cam 1080P FHD DVR Car Driving Recorder 3 Inch LCD Screen 170° Wide Angle, G-Sensor, WDR, Parking Monitor…",4.4,"24,029",$44.99
2021-02-06,82,"Apple Watch Series 3 (GPS, 42mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"108,971",$199.00
2021-02-06,83,"New Apple MacBook Air with Apple M1 Chip (13-inch, 8GB RAM, 256GB SSD Storage) - Space Gray (Latest Model)",4.8,"1,541",$949.99
2021-02-06,84,"All-New Toshiba 32LF221U21 32-inch Smart HD 720p TV - Fire TV Edition, Released 2020",4.7,"12,344",$149.99
2021-02-06,85,"New Apple Watch Series 6 (GPS, 40mm) - Gold Aluminum Case with Pink Sand Sport Band",4.8,"20,640",$349.98
2021-02-06,86,"Tile Starter Pack (2020) 2-pack (1 Mate, 1 Slim) - Bluetooth Tracker, Item Locator & Finder for Keys and Wallets or…",4.7,"31,825",$39.99
2021-02-06,87,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Plum",4.6,"154,116",$94.99
2021-02-06,88,Alex Tech 10ft - 1/2 inch Cord Protector Wire Loom Tubing Cable Sleeve Split Sleeving For USB Cable Power Cord Audio…,4.7,"14,141",$9.99
2021-02-06,89,"Majority Bowfell Small Sound Bar for TV with Bluetooth, RCA, USB, Opt, AUX Connection, Mini Sound/Audio System for TV…",4.2,"3,804",$36.95
2021-02-06,90,"Fujifilm INSTAX Mini Instant Film 2 Pack = 20 Sheets (White) for Fujifilm Mini 8 & Mini 9 Cameras, Model:4332059078",4.7,"14,954",$14.59
2021-02-06,91,Luigi's Mansion 3 - Nintendo Switch,4.8,"18,167",Not available
2021-02-06,92,"Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Blue Kid-Proof Case",4.8,"26,497",$139.99
2021-02-06,93,"GE Power Strip Surge Protector, 6 Outlets, Flat Plug, 2ft Power Cord, Wall Mount, White, 40532",4.7,"3,674",$9.88
2021-02-06,94,BOND TOUCH Bluetooth Long Distance Connection Digital Wrist Bracelets,4.5,"9,029",$98.00
2021-02-06,95,All-New Insignia NS-39DF310NA21 39-inch Smart HD 720p TV - Fire TV Edition,4.6,"5,005",$169.99
2021-02-06,96,"Power Strip with 2 Outlets and 3 USB Charging Ports(3.1A, 15W), Desktop Charging Station with 5 ft Braided Extension…",4.8,"6,199",$12.99
2021-02-06,97,"Kindle Paperwhite Essentials Bundle including Kindle Paperwhite - Wifi, Ad Supported, Amazon Water-safe Fabric Cover…",4.8,"4,388",$124.97
2021-02-06,98,PASOW 50pcs Cable Ties Reusable Fastening Wire Organizer Cord Rope Holder 7 Inch (Black),4.7,"14,590",$7.99
2021-02-06,99,Kindle Oasis – Now with adjustable warm light – Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"13,238",$249.99
2021-02-06,100,"New Apple iPad Air (10.9-inch, Wi-Fi, 64GB) - Sky Blue (Latest Model, 4th Generation)",4.9,"3,495",$559.00
2021-02-07,1,Fire TV Stick 4K streaming device with Alexa Voice Remote | Dolby Vision | 2018 release,4.7,"524,924",$39.99
2021-02-07,2,"Fire 7 tablet (7"" display, 16 GB) - Black",4.4,"156,703",$39.99
2021-02-07,3,Echo Show 5 -- Smart display with Alexa – stay connected with video calling - Charcoal,4.6,"309,982",$44.99
2021-02-07,4,Kindle Paperwhite – Now Waterproof with more than 2x the Storage – Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"94,172",$94.99
2021-02-07,5,"All-new Echo Dot (4th Gen, 2020 release) | Smart speaker with Alexa | Charcoal",4.7,"155,527",$44.99
2021-02-07,6,Roku Express | HD Streaming Media Player with High Speed HDMI Cable and Simple Remote,4.8,"84,353",$24.99
2021-02-07,7,Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Voice Remote with TV Controls,4.7,"64,877",$39.49
2021-02-07,8,"Fire 7 Kids Edition Tablet, 7"" Display, 16 GB, Blue Kid-Proof Case",4.6,"147,669",$59.99
2021-02-07,9,"Wyze Cam 1080p HD Indoor WiFi Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant…",4.5,"101,455",$25.98
2021-02-07,10,"Fire HD 8 tablet, 8"" HD display, 32 GB, designed for portable entertainment, Black",4.6,"74,487",$64.99
2021-02-07,11,"Amazon Smart Plug, works with Alexa – A Certified for Humans Device",4.7,"340,335",$24.99
2021-02-07,12,"Fujifilm Instax Mini Instant Film, 10 Sheets×5 Pack(Total 50 Shoots)",4.8,"29,916",$34.90
2021-02-07,13,"Fire HD 8 Kids Edition tablet, 8"" HD display, 32 GB, Blue Kid-Proof Case",4.7,"62,473",$89.99
2021-02-07,14,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height…,4.7,"8,137",$109.99
2021-02-07,15,All-new Echo Dot (4th Gen) | Smart speaker with clock and Alexa | Glacier White,4.8,"33,652",$54.99
2021-02-07,16,"Apple TV 4K (32GB, Latest Model)",4.8,"18,177",$179.00
2021-02-07,17,Fujifilm Instax Mini Instant Film Twin Pack (White),4.8,"52,541",$13.38
2021-02-07,18,"Ring Stick Up Cam Battery HD security camera with custom privacy controls, Simple setup, Works with Alexa - Black",4.6,"26,121",$84.99
2021-02-07,19,"All-new Echo (4th Gen) | With premium sound, smart home hub, and Alexa | Charcoal",4.7,"31,439",$89.99
2021-02-07,20,amFilm Tempered Glass Screen Protector for Nintendo Switch 2017 (2-Pack),4.8,"71,612",$7.99
2021-02-07,21,"All-new Blink Outdoor – wireless, weather-resistant HD security camera with two-year battery life and motion detection…",4.5,"27,526",$89.99
2021-02-07,22,"New Apple iPad (10.2-inch, Wi-Fi, 128GB) - Space Gray (Latest Model, 8th Generation)",4.9,"24,232",$399.99
2021-02-07,23,Nintendo Switch Pro Controller,4.9,"36,536",Not available
2021-02-07,24,"Roku Ultra 2020 | Streaming Media Player HD/4K/HDR/Dolby Vision with Dolby Atmos, Bluetooth Streaming, and Roku Voice…",4.7,"5,382",$94.57
2021-02-07,25,"OHill Cable Clips, 16 Pack Black Cord Organizer Cable Management for Organizing Cable Cords Home and Office, Self…",4.5,"24,321",$7.99
2021-02-07,26,"TP-Link AC1750 Smart WiFi Router (Archer A7) - Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa…",4.5,"40,427",$56.99
2021-02-07,27,"Apple Watch Series 3 (GPS, 38mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"109,053",$169.00
2021-02-07,28,"Anker Power Strip with USB, 5 ft Extension Cord, PowerPort Cube USB with 3 Outlets and 3 USB Ports, Portable Design…",4.8,"25,589",$18.99
2021-02-07,29,Just Dance 2021 - Nintendo Switch Standard Edition,4.8,"11,828",$29.83
2021-02-07,30,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",4.7,"27,051",$93.99
2021-02-07,31,Kindle - Now with a Built-in Front Light - Black - Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"31,549",$64.99
2021-02-07,32,"Roku Premiere | HD/4K/HDR Streaming Media Player, Simple Remote and Premium HDMI Cable",4.7,"56,752",$30.94
2021-02-07,33,Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS),4.6,"55,481",$7.99
2021-02-07,34,"New Apple iPad (10.2-inch, Wi-Fi, 32GB) - Gold (Latest Model, 8th Generation)",4.9,"24,232",$299.00
2021-02-07,35,"GE 6 Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 800 Joules, Flat Plug, Twist-to-Close Safety Covers…",4.8,"46,510",$18.99
2021-02-07,36,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, night vision, motion detection, two-way audio…",4.5,"77,758",$34.99
2021-02-07,37,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black",4.6,"154,273",$94.99
2021-02-07,38,"Binoculars 20x50, HD Professional/Waterproof Binoculars with Low Light Night Vision, Durable & Clear BAK4 Prism FMC Lens…",Not available,No customer reviews yet,Not available
2021-02-07,39,Echo Flex - Plug-in mini smart speaker with Alexa,4.5,"78,832",$14.99
2021-02-07,40,"Power Strip with USB C, 3 Outlets 4 USB Ports (22.5W/4.5A) Desktop Charging Station, Flat Plug, 5ft Braided Extension…",4.8,"4,892",$18.99
2021-02-07,41,"Apple Watch Series 3 (GPS, 38mm) - Silver Aluminum Case with White Sport Band",4.8,"109,053",$169.00
2021-02-07,42,"Power Strip with USB, TESSAN Mountable Flat Plug Extension Cord with 4 Widely Spaced Outlets, 3 USB Charger, 5 FT Power…",4.8,"14,989",$18.99
2021-02-07,43,"Cord Cover Raceway Kit, 157in Cable Cover Channel, Paintable Cord Concealer System Cable Hider, Cord Wires, Hiding Wall…",4.5,"12,549",$17.99
2021-02-07,44,"Ring Spotlight Cam Battery HD Security Camera with Built Two-Way Talk and a Siren Alarm, Black, Works with Alexa",4.6,"19,184",$159.99
2021-02-07,45,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black…",4.6,"89,211",$147.99
2021-02-07,46,"USB Wall Charger, Surge Protector, POWRUI 6-Outlet Extender with 2 USB Charging Ports (2.4A Total) and Night Light, 3…",4.7,"23,364",$19.97
2021-02-07,47,"GE 6 Outlet Power Strip, 8 Ft Long Extension Cord, Grounded Outlets, UL Listed, White, 14832",4.7,"13,554",$7.99
2021-02-07,48,"Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the…",4.5,"57,747",$37.98
2021-02-07,49,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD…",4.6,"24,667",$364.99
2021-02-07,50,"New Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (Latest Model, 8th Generation)",4.9,"24,232",$319.99
2021-02-07,51,"Mpow BH129 Bluetooth Receiver for Car, Aux Bluetooth Car Adapter 5.0 for Wired Speakers/Headphones/Home Music Streaming…",4.4,"20,588",$16.99
2021-02-07,52,Echo Auto- Hands-free Alexa in your car with your phone,4.0,"98,743",$24.99
2021-02-07,53,Super Mario 3D All-Stars - Nintendo Switch,4.8,"34,484",Not available
2021-02-07,54,Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01),4.9,"60,606",$299.99
2021-02-07,55,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"20,681",$379.98
2021-02-07,56,"Amazon Basics Microwave, Small, 0.7 Cu. Ft, 700W, Works with Alexa",4.4,"22,917",$59.99
2021-02-07,57,"VELCRO Brand ONE-WRAP Cable Ties | 100Pk | 8 x 1/2"" Black Cord Organization Straps | Thin Pre-Cut Design | Wire…",4.8,"22,284",$12.49
2021-02-07,58,Victure 1080P 4Pcs Indoor Security Camera System Home Monitor with 2.4Ghz Pet/Baby/Nanny Security Surveillance Camera…,4.3,"10,875",$33.99
2021-02-07,59,SUPERDANNY USB Surge Protector Power Strip Mountable Extension Cord Multiple Protection 5 Outlet 3 USB Port with Hook…,4.8,"16,028",$16.99
2021-02-07,60,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Twilight Blue",4.6,"154,273",$94.99
2021-02-07,61,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black – Without Ads",4.6,"154,273",$109.99
2021-02-07,62,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7,"30,257",$139.99
2021-02-07,63,"Fire HD 8 Plus tablet, HD display, 32 GB, our best 8"" tablet for portable entertainment, Slate",4.5,"16,311",$84.99
2021-02-07,64,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch…",4.3,"29,723",$28.79
2021-02-07,65,Nintendo Switch AC Adapter,4.8,"7,252",$26.88
2021-02-07,66,"Introducing Amazon eero 6 dual-band mesh Wi-Fi 6 system with built-in Zigbee smart home hub (3-pack, one eero 6 router…",4.5,"1,737",$71.00
2021-02-07,67,Orzly Carry Case Compatible with Nintendo Switch - Black Protective Hard Portable Travel Carry Case Shell Pouch for…,4.8,"41,260",$13.96
2021-02-07,68,"Desktop Power Strip with 3 Outlet 4 USB Ports 4.5A, Flat Plug and 5 ft Long Braided Extension Cords for Cruise Ship…",4.8,"8,796",$17.99
2021-02-07,69,"Hmrope 100pcs Cable Zip Ties Heavy Duty 8 Inch, Premium Plastic Wire Ties with 50 Pounds Tensile Strength, Self-Locking…",4.7,"7,229",$7.49
2021-02-07,70,"Power Strip, Bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100 Joules, 6 Feet Long…",4.8,"30,335",$26.99
2021-02-07,71,Dash Cam Front and Rear CHORTAU Dual Dash Cam 3 inch Dashboard Camera Full HD 170° Wide Angle Backup Camera with Night…,4.3,"10,457",$49.98
2021-02-07,72,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170…",4.5,"12,953",$79.97
2021-02-07,73,"Surge Protector Wall Mount , Outlet Splitter with Rotating Plug, POWERIVER Power Strip with 6 Outlet Extender (3 Side…",4.6,"9,195",$15.98
2021-02-07,74,"Power Strip,Witeem Surge Protector with 12-Outlet (1875W/15A,4360Joules) and 4 USB Charging Ports (5V/6A,30W),6Ft…",4.8,"9,220",$26.99
2021-02-07,75,"NETGEAR Nighthawk Smart Wi-Fi Router, R6700 - AC1750 Wireless Speed Up to 1750 Mbps | Up to 1500 Sq Ft Coverage & 25…",4.3,"68,524",$79.97
2021-02-07,76,"Tile Slim (2020) 1-pack - Slim & Sleek Bluetooth Tracker, Item Locator and Finder for Wallets, Passports and Electronic…",4.6,"17,251",$23.99
2021-02-07,77,Fire TV Cube | Hands-free streaming device with Alexa | 4K Ultra HD | 2019 release,4.6,"38,041",$104.99
2021-02-07,78,Super Smash Bros. Ultimate - Nintendo Switch,4.9,"39,623",Not available
2021-02-07,79,"APEMAN Dash Cam 1080P FHD DVR Car Driving Recorder 3 Inch LCD Screen 170° Wide Angle, G-Sensor, WDR, Parking Monitor…",4.4,"24,048",$44.99
2021-02-07,80,Nintendo Switch - Animal Crossing: New Horizons Edition - Switch,4.9,"60,606",$299.99
2021-02-07,81,"All-New Insignia NS-43DF710NA21 43-inch Smart 4K UHD - Fire TV Edition, Released 2020",4.6,"9,322",$259.99
2021-02-07,82,Alex Tech 10ft - 1/2 inch Cord Protector Wire Loom Tubing Cable Sleeve Split Sleeving For USB Cable Power Cord Audio…,4.7,"14,155",$9.99
2021-02-07,83,"Apple Watch Series 3 (GPS, 42mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"109,053",$199.00
2021-02-07,84,"New Apple Watch Series 6 (GPS, 40mm) - Gold Aluminum Case with Pink Sand Sport Band",4.8,"20,681",$349.98
2021-02-07,85,"Fujifilm INSTAX Mini Instant Film 2 Pack = 20 Sheets (White) for Fujifilm Mini 8 & Mini 9 Cameras, Model:4332059078",4.7,"14,964",$14.59
2021-02-07,86,"New Apple MacBook Air with Apple M1 Chip (13-inch, 8GB RAM, 256GB SSD Storage) - Space Gray (Latest Model)",4.8,"1,548",$949.99
2021-02-07,87,"Tile Starter Pack (2020) 2-pack (1 Mate, 1 Slim) - Bluetooth Tracker, Item Locator & Finder for Keys and Wallets or…",4.7,"31,861",$39.99
2021-02-07,88,BOND TOUCH Bluetooth Long Distance Connection Digital Wrist Bracelets,4.5,"9,037",$98.00
2021-02-07,89,"GE Power Strip Surge Protector, 6 Outlets, Flat Plug, 2ft Power Cord, Wall Mount, White, 40532",4.7,"3,675",$9.88
2021-02-07,90,"Majority Bowfell Small Sound Bar for TV with Bluetooth, RCA, USB, Opt, AUX Connection, Mini Sound/Audio System for TV…",4.2,"3,813",$36.95
2021-02-07,91,PASOW 50pcs Cable Ties Reusable Fastening Wire Organizer Cord Rope Holder 7 Inch (Black),4.7,"14,599",$7.99
2021-02-07,92,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Plum",4.6,"154,273",$94.99
2021-02-07,93,"All-New Toshiba 32LF221U21 32-inch Smart HD 720p TV - Fire TV Edition, Released 2020",4.7,"12,361",$149.99
2021-02-07,94,Luigi's Mansion 3 - Nintendo Switch,4.8,"18,184",Not available
2021-02-07,95,Kindle Oasis – Now with adjustable warm light – Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"13,250",$249.99
2021-02-07,96,"Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Blue Kid-Proof Case",4.8,"26,529",$139.99
2021-02-07,97,"USB Wall Charger, Surge Protector, 5 Outlet Extender with 4 USB Charging Ports ( 1 USB C Outlet, 4.5A Total) 3-Sided…",4.8,"3,475",$19.99
2021-02-07,98,All-New Insignia NS-39DF310NA21 39-inch Smart HD 720p TV - Fire TV Edition,4.6,"5,016",$169.99
2021-02-07,99,"Kindle Paperwhite Essentials Bundle including Kindle Paperwhite - Wifi, Ad Supported, Amazon Water-safe Fabric Cover…",4.8,"4,393",$124.97
2021-02-07,100,Apple 85W MagSafe 2 Power Adapter (for MacBook Pro with Retina Display),4.7,"4,590",$53.99
2021-02-08,1,Fire TV Stick 4K streaming device with Alexa Voice Remote | Dolby Vision | 2018 release,4.7,"526,259",$39.99
2021-02-08,2,"Fire 7 tablet (7"" display, 16 GB) - Black",4.4,"157,105",$39.99
2021-02-08,3,Echo Show 5 -- Smart display with Alexa – stay connected with video calling - Charcoal,4.6,"311,319",$44.99
2021-02-08,4,Kindle Paperwhite – Now Waterproof with more than 2x the Storage – Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"94,357",$94.99
2021-02-08,5,"All-new Echo Dot (4th Gen, 2020 release) | Smart speaker with Alexa | Charcoal",4.7,"157,409",$44.99
2021-02-08,6,Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Voice Remote with TV Controls,4.7,"65,129",$38.99
2021-02-08,7,Roku Express | HD Streaming Media Player with High Speed HDMI Cable and Simple Remote,4.8,"84,653",$24.99
2021-02-08,8,"Fire 7 Kids Edition Tablet, 7"" Display, 16 GB, Blue Kid-Proof Case",4.6,"142,993",$59.99
2021-02-08,9,"Fire HD 8 tablet, 8"" HD display, 32 GB, designed for portable entertainment, Black",4.6,"74,785",$64.99
2021-02-08,10,"Wyze Cam 1080p HD Indoor WiFi Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant…",4.5,"101,658",$25.98
2021-02-08,11,"Amazon Smart Plug, works with Alexa – A Certified for Humans Device",4.7,"341,627",$24.99
2021-02-08,12,"Fujifilm Instax Mini Instant Film, 10 Sheets×5 Pack(Total 50 Shoots)",4.8,"30,048",$34.75
2021-02-08,13,"Fire HD 8 Kids Edition tablet, 8"" HD display, 32 GB, Blue Kid-Proof Case",4.7,"60,978",$89.99
2021-02-08,14,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height…,4.7,"8,215",$109.99
2021-02-08,15,All-new Echo Dot (4th Gen) | Smart speaker with clock and Alexa | Glacier White,4.8,"34,181",$54.99
2021-02-08,16,"Ring Stick Up Cam Battery HD security camera with custom privacy controls, Simple setup, Works with Alexa - Black",4.6,"26,241",$84.99
2021-02-08,17,Fujifilm Instax Mini Instant Film Twin Pack (White),4.8,"52,692",$13.38
2021-02-08,18,"All-new Echo (4th Gen) | With premium sound, smart home hub, and Alexa | Charcoal",4.7,"31,869",$89.99
2021-02-08,19,"Apple TV 4K (32GB, Latest Model)",4.8,"18,250",$179.00
2021-02-08,20,"All-new Blink Outdoor – wireless, weather-resistant HD security camera with two-year battery life and motion detection…",4.5,"27,784",$89.99
2021-02-08,21,amFilm Tempered Glass Screen Protector for Nintendo Switch 2017 (2-Pack),4.8,"71,793",$7.99
2021-02-08,22,"New Apple iPad (10.2-inch, Wi-Fi, 128GB) - Space Gray (Latest Model, 8th Generation)",4.9,"24,482",$399.99
2021-02-08,23,Nintendo Switch Pro Controller,4.9,"36,673",Not available
2021-02-08,24,"OHill Cable Clips, 16 Pack Black Cord Organizer Cable Management for Organizing Cable Cords Home and Office, Self…",4.5,"24,425",$7.99
2021-02-08,25,"Roku Ultra 2020 | Streaming Media Player HD/4K/HDR/Dolby Vision with Dolby Atmos, Bluetooth Streaming, and Roku Voice…",4.7,"5,443",$93.84
2021-02-08,26,"Apple Watch Series 3 (GPS, 38mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"109,441",$169.00
2021-02-08,27,Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS),4.6,"55,644",$7.99
2021-02-08,28,Just Dance 2021 - Nintendo Switch Standard Edition,4.8,"11,967",$29.83
2021-02-08,29,"TP-Link AC1750 Smart WiFi Router (Archer A7) - Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa…",4.5,"40,541",$56.99
2021-02-08,30,"Anker Power Strip with USB, 5 ft Extension Cord, PowerPort Cube USB with 3 Outlets and 3 USB Ports, Portable Design…",4.8,"25,707",$18.99
2021-02-08,31,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",4.7,"27,178",$93.99
2021-02-08,32,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black",4.6,"154,794",$94.99
2021-02-08,33,"GE 6 Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 800 Joules, Flat Plug, Twist-to-Close Safety Covers…",4.8,"46,725",$18.99
2021-02-08,34,"Roku Premiere | HD/4K/HDR Streaming Media Player, Simple Remote and Premium HDMI Cable",4.7,"56,961",$30.94
2021-02-08,35,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, night vision, motion detection, two-way audio…",4.5,"78,207",$34.99
2021-02-08,36,Kindle - Now with a Built-in Front Light - Black - Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"31,614",$64.99
2021-02-08,37,"New Apple iPad (10.2-inch, Wi-Fi, 32GB) - Gold (Latest Model, 8th Generation)",4.9,"24,482",$299.00
2021-02-08,38,Echo Flex - Plug-in mini smart speaker with Alexa,4.5,"79,167",$14.99
2021-02-08,39,"Apple Watch Series 3 (GPS, 38mm) - Silver Aluminum Case with White Sport Band",4.8,"109,441",$169.00
2021-02-08,40,"Binoculars 20x50, HD Professional/Waterproof Binoculars with Low Light Night Vision, Durable & Clear BAK4 Prism FMC Lens…",4.4,"4,576",$59.99
