date,number,name,rating,n_reviews,price
2021-02-16,95,NETGEAR Nighthawk Cable Modem Wi-Fi Router Combo C7000-Compatible with Cable Providers Including Xfinity by Comcast…,4.4,"14,457",$169.99
2021-02-16,96,"Mpow BH129 Bluetooth Receiver for Car, Aux Bluetooth Car Adapter 5.0 for Wired Speakers/Headphones/Home Music Streaming…",4.4,"21,137",$16.49
2021-02-16,97,"New Apple iPad Air (10.9-inch, Wi-Fi, 64GB) - Space Gray (Latest Model, 4th Generation)",4.9,"4,014",$549.99
2021-02-16,98,"TCL 4K Smart LED TV, 50"" (50S435)",4.6,"2,728",$299.99
2021-02-16,99,Fire TV Cube | Hands-free streaming device with Alexa | 4K Ultra HD | 2019 release,4.6,"39,152",$104.99
2021-02-16,100,"Fire HD 10 Tablet (10.1"" 1080p full HD display 64 GB) – Black – Without Ads",4.6,"158,629",$149.99
2021-02-17,1,"Amazon Smart Plug, works with Alexa – A Certified for Humans Device",4.7,"352,734",$24.99
2021-02-17,2,Fire TV Stick 4K streaming device with Alexa Voice Remote | Dolby Vision | 2018 release,4.7,"538,651",$39.99
2021-02-17,3,"Fire 7 tablet (7"" display, 16 GB) - Black",4.4,"160,811",$39.99
2021-02-17,4,"All-new Blink Outdoor – wireless, weather-resistant HD security camera with two-year battery life and motion detection…",4.5,"30,090",$64.99
2021-02-17,5,Roku Express | HD Streaming Media Player with High Speed HDMI Cable and Simple Remote,4.8,"87,167",$28.70
2021-02-17,6,"Fire 7 Kids Edition Tablet, 7"" Display, 16 GB, Blue Kid-Proof Case",4.6,"147,184",$59.99
2021-02-17,7,"Fire HD 8 tablet, 8"" HD display, 32 GB, designed for portable entertainment, Black",4.6,"77,570",$64.99
2021-02-17,8,"All-new Echo Dot (4th Gen, 2020 release) | Smart speaker with Alexa | Charcoal",4.7,"161,622",$49.99
2021-02-17,9,Kindle Paperwhite – Now Waterproof with more than 2x the Storage – Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"96,062",$94.99
2021-02-17,10,"Wyze Cam 1080p HD Indoor WiFi Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant…",4.5,"103,650",$25.98
2021-02-17,11,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, night vision, motion detection, two-way audio…",4.5,"81,769",$27.99
2021-02-17,12,"Roku Premiere | HD/4K/HDR Streaming Media Player, Simple Remote and Premium HDMI Cable",4.7,"58,867",$24.99
2021-02-17,13,Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Voice Remote with TV Controls,4.7,"67,192",$45.99
2021-02-17,14,Fujifilm Instax Mini Instant Film Twin Pack (White),4.8,"54,145",$13.38
2021-02-17,15,"Fire HD 8 Kids Edition tablet, 8"" HD display, 32 GB, Blue Kid-Proof Case",4.7,"63,733",$89.99
2021-02-17,16,All-new Echo Dot (4th Gen) | Smart speaker with clock and Alexa | Glacier White,4.8,"37,537",$59.99
2021-02-17,17,Echo Show 5 -- Smart display with Alexa – stay connected with video calling - Charcoal,4.6,"322,992",$44.99
2021-02-17,18,"USB Wall Charger, Surge Protector, 5 Outlet Extender with 4 USB Charging Ports ( 1 USB C Outlet, 4.5A Total) 3-Sided…",4.8,"3,863",$16.99
2021-02-17,19,Nintendo Switch Pro Controller,4.9,"37,781",Not available
2021-02-17,20,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black",4.6,"159,137",$94.99
2021-02-17,21,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",4.7,"28,162",$93.99
2021-02-17,22,"All-new Echo (4th Gen) | With premium sound, smart home hub, and Alexa | Charcoal",4.7,"35,487",$79.99
2021-02-17,23,Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01),4.9,"62,986",$299.99
2021-02-17,24,"Ring Stick Up Cam Battery HD security camera with custom privacy controls, Simple setup, Works with Alexa - Black",4.6,"27,140",$99.99
2021-02-17,25,Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS),4.6,"57,108",$7.99
2021-02-17,26,"Apple Watch Series 3 (GPS, 38mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"112,573",$169.00
2021-02-17,27,"OHill Cable Clips, 16 Pack Black Cord Organizer Cable Management for Organizing Cable Cords Home and Office, Self…",4.5,"25,204",$7.99
2021-02-17,28,amFilm Tempered Glass Screen Protector for Nintendo Switch 2017 (2-Pack),4.8,"73,380",$7.99
2021-02-17,29,"TP-Link AC1750 Smart WiFi Router (Archer A7) - Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa…",4.5,"41,477",$56.99
2021-02-17,30,【2021 Newest】RunningSnail Emergency Crank Radio，4000mAh-Solar Hand Crank Portable AM/FM/NOAA Weather Radio with 1W…,4.7,"4,713",$35.90
2021-02-17,31,All-New Insignia NS-24DF310NA21 24-inch Smart HD 720p TV - Fire TV Edition,4.6,"5,488",$99.99
2021-02-17,32,"FosPower Emergency Solar Hand Crank Portable Radio, NOAA Weather Radio for Household and Outdoor Emergency with AM/FM…",4.6,"12,764",$29.99
2021-02-17,33,"[3 Pack] Screen Protector Tempered Glass for Nintendo Switch, iVoler Transparent HD Clear Anti-Scratch Screen Protector…",4.8,"20,375",$5.90
2021-02-17,34,"Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the…",4.5,"58,859",$37.98
2021-02-17,35,"Roku Ultra 2020 | Streaming Media Player HD/4K/HDR/Dolby Vision with Dolby Atmos, Bluetooth Streaming, and Roku Voice…",4.7,"6,043",$93.45
2021-02-17,36,"All-new Blink Indoor – wireless, HD security camera with two-year battery life, motion detection, and two-way audio – 1…",4.5,"2,486",$49.99
2021-02-17,37,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD…",4.6,"25,450",$364.99
2021-02-17,38,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait…",4.7,"20,174",$124.99
2021-02-17,39,Super Mario 3D All-Stars - Nintendo Switch,4.8,"35,770",Not available
2021-02-17,40,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black – Without Ads",4.6,"159,137",$109.99
2021-02-17,41,"GE 6 Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 800 Joules, Flat Plug, Twist-to-Close Safety Covers…",4.8,"48,421",$18.99
2021-02-17,42,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Twilight Blue",4.6,"159,138",$94.99
2021-02-17,43,"GE 6 Outlet Power Strip, 8 Ft Long Extension Cord, Grounded Outlets, UL Listed, White, 14832",4.7,"14,209",$7.99
2021-02-17,44,NETGEAR 4G LTE Broadband Modem - Use LTE as Primary Internet Connection (LB1120),4.2,"2,779",$109.99
2021-02-17,45,"Anker Power Strip with USB PowerExtend USB 2 mini, 2 Outlets, and 2 USB Ports, Flat Plug, 5 ft Extension Cord, Safety…",4.8,"9,197",$10.10
2021-02-17,46,"Surge Protector Wall Mount , Outlet Splitter with Rotating Plug, POWERIVER Power Strip with 6 Outlet Extender (3 Side…",4.6,"9,603",$15.98
2021-02-17,47,Just Dance 2021 - Nintendo Switch Standard Edition,4.8,"12,991",$29.99
2021-02-17,48,"USB Wall Charger, Surge Protector, POWRUI 6-Outlet Extender with 2 USB Charging Ports (2.4A Total) and Night Light, 3…",4.7,"24,193",$19.97
2021-02-17,49,Super Smash Bros. Ultimate - Nintendo Switch,4.9,"40,852",Not available
2021-02-17,50,"Apple Watch Series 3 (GPS, 38mm) - Silver Aluminum Case with White Sport Band",4.8,"112,573",$169.00
2021-02-17,51,"Cord Cover Raceway Kit, 157in Cable Cover Channel, Paintable Cord Concealer System Cable Hider, Cord Wires, Hiding Wall…",4.5,"13,007",$17.99
2021-02-17,52,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170…",4.5,"13,460",$79.97
2021-02-17,53,"Fire HD 8 Plus tablet, HD display, 32 GB, our best 8"" tablet for portable entertainment, Slate",4.5,"17,167",$84.99
2021-02-17,54,"GE Power Strip Surge Protector, 6 Outlets, Flat Plug, 2ft Power Cord, Wall Mount, White, 40532",4.7,"3,823",$9.88
2021-02-17,55,"Amazon Basics Microwave, Small, 0.7 Cu. Ft, 700W, Works with Alexa",4.4,"23,506",$59.99
2021-02-17,56,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black…",4.6,"91,398",$149.95
2021-02-17,57,"Power Strip with USB, TESSAN Mountable Flat Plug Extension Cord with 4 Widely Spaced Outlets, 3 USB Charger, 5 FT Power…",4.8,"15,646",$18.99
2021-02-17,58,"VELCRO Brand ONE-WRAP Cable Ties | 100Pk | 8 x 1/2"" Black Cord Organization Straps | Thin Pre-Cut Design | Wire…",4.8,"22,787",$12.49
2021-02-17,59,"Anker Power Strip with USB, 5 ft Extension Cord, PowerPort Cube USB with 3 Outlets and 3 USB Ports, Portable Design…",4.8,"26,575",$18.99
2021-02-17,60,"Power Strip, Bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100 Joules, 6 Feet Long…",4.8,"31,313",$26.99
2021-02-17,61,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Plum",4.6,"159,137",$94.99
2021-02-17,62,"havit HV-F2056 15.6""-17"" Laptop Cooler Cooling Pad - Slim Portable USB Powered (3 Fans), Black/Blue",4.5,"23,134",$18.68
2021-02-17,63,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch…",4.3,"31,920",$35.99
2021-02-17,64,"Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Blue Kid-Proof Case",4.8,"26,753",$139.99
2021-02-17,65,Victure 1080P 4Pcs Indoor Security Camera System Home Monitor with 2.4Ghz Pet/Baby/Nanny Security Surveillance Camera…,4.3,"11,446",$32.99
2021-02-17,66,"ARRIS SURFboard SB8200 DOCSIS 3.1 Gigabit Cable Modem, Approved for Cox, Xfinity, Spectrum & others",4.5,"16,043",$149.00
2021-02-17,67,"2 Pack Surge Protector Power Strip with 6 Outlets 2 USB Ports, 5-Foot Long Heavy-Duty Braided Extension Cords, Flat Plug…",4.8,"4,791",$28.04
2021-02-17,68,Nintendo Switch - Mario Red & Blue Edition - Switch,4.9,"62,986",$409.95
2021-02-17,69,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7,"31,060",$129.99
2021-02-17,70,"Gosund Smart Power Strip Work with Alexa Google Home, Smart Plug Mini WiFi Outlets Surge Protector with 3 USB 3 Charging…",4.5,"8,076",$15.16
2021-02-17,71,Kindle - Now with a Built-in Front Light - Black - Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"32,144",$64.99
2021-02-17,72,"Wake Up Light Sunrise Alarm Clock for Kids, Heavy Sleepers, Bedroom, with Sunrise Simulation, Sleep Aid, Dual Alarms, FM…",4.6,"8,746",$39.98
2021-02-17,73,"Apple TV (32GB, 4th Generation)",4.8,"13,191",$149.00
2021-02-17,74,"Amazon Basics 6-Outlet Surge Protector Power Strip with 2 USB Ports - 1000 Joule, Black",4.8,"4,105",$16.49
2021-02-17,75,"Ring Spotlight Cam Battery HD Security Camera with Built Two-Way Talk and a Siren Alarm, Black, Works with Alexa",4.6,"19,802",$199.99
2021-02-17,76,"APEMAN Dash Cam 1080P FHD DVR Car Driving Recorder 3 Inch LCD Screen 170° Wide Angle, G-Sensor, WDR, Parking Monitor…",4.4,"24,780",$44.99
2021-02-17,77,Carnival Games Nintendo Switch,4.4,"12,876",$14.96
2021-02-17,78,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height…,4.7,"8,952",$161.98
2021-02-17,79,"fire-Cable Plus Wireless Adapter, Powers Streaming TV Sticks Directly from TV USB Port (Eliminates AC Outlet and Cords)",4.1,"9,037",$5.00
2021-02-17,80,Orzly Carry Case Compatible with Nintendo Switch - Black Protective Hard Portable Travel Carry Case Shell Pouch for…,4.8,"42,402",$13.96
2021-02-17,81,Neewer 50-In-1 Action Camera Accessory Kit Compatible with GoPro Hero 9 8 Max 7 6 5 4 Black GoPro 2018 Session Fusion…,4.5,"34,678",$29.99
2021-02-17,82,Apple 85W MagSafe 2 Power Adapter (for MacBook Pro with Retina Display),4.7,"4,786",$53.99
2021-02-17,83,"NETGEAR Nighthawk Smart Wi-Fi Router, R6700 - AC1750 Wireless Speed Up to 1750 Mbps | Up to 1500 Sq Ft Coverage & 25…",4.3,"69,432",$99.99
2021-02-17,84,Amazon eero mesh WiFi system – router replacement for whole-home coverage (1 eero router + 2 Beacons),4.5,"14,668",$169.00
2021-02-17,85,"Hmrope 100pcs Cable Zip Ties Heavy Duty 8 Inch, Premium Plastic Wire Ties with 50 Pounds Tensile Strength, Self-Locking…",4.7,"7,465",Not available
2021-02-17,86,"Apple TV 4K (32GB, Latest Model)",4.8,"18,776",$179.00
2021-02-17,87,"Ring Spare Parts Kit for Floodlight Cam, Black",4.8,"1,311",$1.99
2021-02-17,88,"Apple Watch Series 3 (GPS, 42mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"112,573",$199.00
2021-02-17,89,"Mpow BH129 Bluetooth Receiver for Car, Aux Bluetooth Car Adapter 5.0 for Wired Speakers/Headphones/Home Music Streaming…",4.4,"21,210",$16.49
2021-02-17,90,Nintendo Switch AC Adapter,4.9,"7,592",$26.88
2021-02-17,91,"Mac Book Air Charger Replacement, AC 45W T-Tip for for 11 inch and 13 inch After Mid 2012",4.6,"1,826",$23.99
2021-02-17,92,"Power Strip,Witeem Surge Protector with 12-Outlet (1875W/15A,4360Joules) and 4 USB Charging Ports (5V/6A,30W),6Ft…",4.8,"9,557",$26.99
2021-02-17,93,"New Apple iPad Air (10.9-inch, Wi-Fi, 64GB) - Space Gray (Latest Model, 4th Generation)",4.9,"4,077",$549.99
2021-02-17,94,"SAMSUNG LC24F396FHNXZA 23.5"" FHD Curved LED-Lit FreeSync Monitor",4.7,"4,034",$129.99
2021-02-17,95,Fujifilm Instax Mini Macaron Film - 10 Exposures,4.8,"7,173",$7.98
2021-02-17,96,Roku Streaming Stick plus | 4K/HDR/HD Streaming Player with 4X The Wireless Range & Voice Remote with TV Power and…,4.6,"6,267",$41.99
2021-02-17,97,"Fujifilm INSTAX Mini Instant Film 2 Pack = 20 Sheets (White) for Fujifilm Mini 8 & Mini 9 Cameras, Model:4332059078",4.7,"15,213",$15.99
2021-02-17,98,"Ear Wax Removal Endoscope Otoscope, Earwax Remover Tools, Scope, with 1080P FHD Camera, 6 Led Lights, Wireless Connected…",4.6,"2,126",$34.99
2021-02-17,99,"LG 24M47VQ 24-Inch LED-lit Monitor, Black",4.7,"3,025",$99.99
2021-02-17,100,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – White",4.6,"159,137",$94.99
2021-02-18,1,"Amazon Smart Plug, works with Alexa – A Certified for Humans Device",4.7,"353,873",$24.99
2021-02-18,2,Fire TV Stick 4K streaming device with Alexa Voice Remote | Dolby Vision | 2018 release,4.7,"540,080",$39.99
2021-02-18,3,"Fire 7 tablet (7"" display, 16 GB) - Black",4.4,"161,190",$39.99
2021-02-18,4,"All-new Blink Outdoor – wireless, weather-resistant HD security camera with two-year battery life and motion detection…",4.5,"30,322",$64.99
2021-02-18,5,"Fire 7 Kids Edition Tablet, 7"" Display, 16 GB, Blue Kid-Proof Case",4.6,"147,621",$59.99
2021-02-18,6,Roku Express | HD Streaming Media Player with High Speed HDMI Cable and Simple Remote,4.8,"87,421",$29.99
2021-02-18,7,"Fire HD 8 tablet, 8"" HD display, 32 GB, designed for portable entertainment, Black",4.6,"77,887",$64.99
2021-02-18,8,"All-new Echo Dot (4th Gen, 2020 release) | Smart speaker with Alexa | Charcoal",4.7,"163,342",$49.99
2021-02-18,9,Kindle Paperwhite – Now Waterproof with more than 2x the Storage – Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"96,242",$94.99
2021-02-18,10,"Wyze Cam 1080p HD Indoor WiFi Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant…",4.5,"103,845",$25.98
2021-02-18,11,Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Voice Remote with TV Controls,4.7,"67,401",$45.99
2021-02-18,12,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, night vision, motion detection, two-way audio…",4.5,"82,144",$27.99
2021-02-18,13,Smart Nutrition Scale | Works with Alexa | A Day 1 Editions concept,Not available,No customer reviews yet,$34.99
2021-02-18,14,"Roku Premiere | HD/4K/HDR Streaming Media Player, Simple Remote and Premium HDMI Cable",4.7,"59,066",$24.99
2021-02-18,15,"Fire HD 8 Kids Edition tablet, 8"" HD display, 32 GB, Blue Kid-Proof Case",4.7,"64,026",$89.99
2021-02-18,16,"USB Wall Charger, Surge Protector, 5 Outlet Extender with 4 USB Charging Ports ( 1 USB C Outlet, 4.5A Total) 3-Sided…",4.8,"3,898",$16.99
2021-02-18,17,Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01),4.9,"63,206",$299.99
2021-02-18,18,Fujifilm Instax Mini Instant Film Twin Pack (White),4.8,"54,304",$13.38
2021-02-18,19,Nintendo Switch Pro Controller,4.9,"37,899",Not available
2021-02-18,20,All-new Echo Dot (4th Gen) | Smart speaker with clock and Alexa | Glacier White,4.8,"38,087",$59.99
2021-02-18,21,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",4.7,"28,266",$93.99
2021-02-18,22,Echo Show 5 -- Smart display with Alexa – stay connected with video calling - Charcoal,4.6,"324,256",$44.99
2021-02-18,23,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black",4.6,"159,628",$94.99
2021-02-18,24,"All-new Echo (4th Gen) | With premium sound, smart home hub, and Alexa | Charcoal",4.7,"35,924",$79.99
2021-02-18,25,Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS),4.6,"57,249",$7.99
2021-02-18,26,"Fujifilm Instax Mini Instant Film, 10 Sheets×5 Pack(Total 50 Shoots)",4.8,"31,129",$34.95
2021-02-18,27,"[3 Pack] Screen Protector Tempered Glass for Nintendo Switch, iVoler Transparent HD Clear Anti-Scratch Screen Protector…",4.8,"20,453",$5.90
2021-02-18,28,【2021 Newest】RunningSnail Emergency Crank Radio，4000mAh-Solar Hand Crank Portable AM/FM/NOAA Weather Radio with 1W…,4.7,"4,733",$35.90
2021-02-18,29,"TP-Link AC1750 Smart WiFi Router (Archer A7) - Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa…",4.5,"41,582",$56.99
2021-02-18,30,amFilm Tempered Glass Screen Protector for Nintendo Switch 2017 (2-Pack),4.8,"73,541",$7.99
2021-02-18,31,"OHill Cable Clips, 16 Pack Black Cord Organizer Cable Management for Organizing Cable Cords Home and Office, Self…",4.5,"25,295",$7.99
2021-02-18,32,"Ring Stick Up Cam Battery HD security camera with custom privacy controls, Simple setup, Works with Alexa - Black",4.6,"27,225",$99.99
2021-02-18,33,"Apple Watch Series 3 (GPS, 38mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"112,868",$169.00
2021-02-18,34,"FosPower Emergency Solar Hand Crank Portable Radio, NOAA Weather Radio for Household and Outdoor Emergency with AM/FM…",4.6,"12,817",$29.99
2021-02-18,35,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height…,4.7,"9,025",$109.99
2021-02-18,36,"Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the…",4.5,"58,959",$37.98
2021-02-18,37,"GE 6 Outlet Surge Protector, 10 Ft Extension Cord, Power Strip, 800 Joules, Flat Plug, Twist-to-Close Safety Covers…",4.8,"48,566",$13.99
2021-02-18,38,Super Mario 3D All-Stars - Nintendo Switch,4.8,"35,899",Not available
2021-02-18,39,"Anker Power Strip with USB PowerExtend USB 2 mini, 2 Outlets, and 2 USB Ports, Flat Plug, 5 ft Extension Cord, Safety…",4.8,"9,230",$10.10
2021-02-18,40,All-New Insignia NS-24DF310NA21 24-inch Smart HD 720p TV - Fire TV Edition,4.6,"5,531",$99.99
2021-02-18,41,"Roku Ultra 2020 | Streaming Media Player HD/4K/HDR/Dolby Vision with Dolby Atmos, Bluetooth Streaming, and Roku Voice…",4.7,"6,108",$93.45
2021-02-18,42,"All-new Blink Indoor – wireless, HD security camera with two-year battery life, motion detection, and two-way audio – 1…",4.5,"2,506",$49.99
2021-02-18,43,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait…",4.7,"20,201",$124.99
2021-02-18,44,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD…",4.6,"25,544",$364.99
2021-02-18,45,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black – Without Ads",4.6,"159,628",$109.99
2021-02-18,46,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Twilight Blue",4.6,"159,628",$94.99
2021-02-18,47,"USB Wall Charger, Surge Protector, POWRUI 6-Outlet Extender with 2 USB Charging Ports (2.4A Total) and Night Light, 3…",4.7,"24,277",$19.97
2021-02-18,48,"Apple Watch Series 3 (GPS, 38mm) - Silver Aluminum Case with White Sport Band",4.8,"112,868",$169.00
2021-02-18,49,Super Smash Bros. Ultimate - Nintendo Switch,4.9,"40,967",Not available
2021-02-18,50,"Amazon Basics Microwave, Small, 0.7 Cu. Ft, 700W, Works with Alexa",4.4,"23,562",$59.99
2021-02-18,51,Just Dance 2021 - Nintendo Switch Standard Edition,4.8,"13,074",$29.99
2021-02-18,52,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170…",4.5,"13,490",$79.97
2021-02-18,53,"Cord Cover Raceway Kit, 157in Cable Cover Channel, Paintable Cord Concealer System Cable Hider, Cord Wires, Hiding Wall…",4.5,"13,049",$17.99
2021-02-18,54,"Fire HD 8 Plus tablet, HD display, 32 GB, our best 8"" tablet for portable entertainment, Slate",4.5,"17,259",$84.99
2021-02-18,55,"VELCRO Brand ONE-WRAP Cable Ties | 100Pk | 8 x 1/2"" Black Cord Organization Straps | Thin Pre-Cut Design | Wire…",4.8,"22,844",$12.49
2021-02-18,56,"GE Power Strip Surge Protector, 6 Outlets, Flat Plug, 2ft Power Cord, Wall Mount, White, 40532",4.7,"3,842",$9.88
2021-02-18,57,"havit HV-F2056 15.6""-17"" Laptop Cooler Cooling Pad - Slim Portable USB Powered (3 Fans), Black/Blue",4.5,"23,155",$18.68
2021-02-18,58,"GE 6 Outlet Power Strip, 8 Ft Long Extension Cord, Grounded Outlets, UL Listed, White, 14832",4.7,"14,262",$7.99
2021-02-18,59,"Anker Power Strip with USB, 5 ft Extension Cord, PowerPort Cube USB with 3 Outlets and 3 USB Ports, Portable Design…",4.8,"26,665",$18.99
2021-02-18,60,NETGEAR 4G LTE Broadband Modem - Use LTE as Primary Internet Connection (LB1120),4.2,"2,783",$151.80
2021-02-18,61,"Gosund Smart Power Strip Work with Alexa Google Home, Smart Plug Mini WiFi Outlets Surge Protector with 3 USB 3 Charging…",4.5,"8,137",$15.16
2021-02-18,62,"Wake Up Light Sunrise Alarm Clock for Kids, Heavy Sleepers, Bedroom, with Sunrise Simulation, Sleep Aid, Dual Alarms, FM…",4.6,"8,775",$39.98
2021-02-18,63,"Power Strip with USB, TESSAN Mountable Flat Plug Extension Cord with 4 Widely Spaced Outlets, 3 USB Charger, 5 FT Power…",4.8,"15,701",$18.99
2021-02-18,64,"Surge Protector Wall Mount , Outlet Splitter with Rotating Plug, POWERIVER Power Strip with 6 Outlet Extender (3 Side…",4.6,"9,633",$15.98
2021-02-18,65,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black…",4.6,"91,585",$154.51
2021-02-18,66,"2 Pack Surge Protector Power Strip with 6 Outlets 2 USB Ports, 5-Foot Long Heavy-Duty Braided Extension Cords, Flat Plug…",4.8,"4,823",$28.04
2021-02-18,67,"Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Blue Kid-Proof Case",4.8,"26,855",$139.99
2021-02-18,68,"Power Strip, Bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100 Joules, 6 Feet Long…",4.8,"31,408",$26.99
2021-02-18,69,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Plum",4.6,"159,628",$94.99
2021-02-18,70,Nintendo Joy-Con (L/R) - Neon Pink / Neon Green,4.8,"53,584",Not available
2021-02-18,71,Victure 1080P 4Pcs Indoor Security Camera System Home Monitor with 2.4Ghz Pet/Baby/Nanny Security Surveillance Camera…,4.3,"11,496",$32.99
2021-02-18,72,"Willful Smart Watch for Android Phones and iOS Phones Compatible iPhone Samsung, IP68 Swimming Waterproof Smartwatch…",4.3,"32,121",$35.99
2021-02-18,73,"ARRIS SURFboard SB8200 DOCSIS 3.1 Gigabit Cable Modem, Approved for Cox, Xfinity, Spectrum & others",4.5,"16,069",$149.00
2021-02-18,74,"APEMAN Dash Cam 1080P FHD DVR Car Driving Recorder 3 Inch LCD Screen 170° Wide Angle, G-Sensor, WDR, Parking Monitor…",4.4,"24,860",$44.99
2021-02-18,75,Nintendo Switch AC Adapter,4.8,"7,621",$26.88
2021-02-18,76,"Amazon Basics 6-Outlet Surge Protector Power Strip with 2 USB Ports - 1000 Joule, Black",4.8,"4,119",$16.49
2021-02-18,77,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7,"31,129",$129.99
2021-02-18,78,Carnival Games Nintendo Switch,4.4,"12,929",$14.96
2021-02-18,79,Apple 85W MagSafe 2 Power Adapter (for MacBook Pro with Retina Display),4.7,"4,807",$53.99
2021-02-18,80,"Apple TV (32GB, 4th Generation)",4.8,"13,223",$149.00
2021-02-18,81,"NETGEAR Nighthawk Smart Wi-Fi Router, R6700 - AC1750 Wireless Speed Up to 1750 Mbps | Up to 1500 Sq Ft Coverage & 25…",4.3,"69,547",$79.98
2021-02-18,82,"All-New Toshiba 32LF221U21 32-inch Smart HD 720p TV - Fire TV Edition, Released 2020",4.7,"13,012",$139.99
2021-02-18,83,"Ring Spotlight Cam Battery HD Security Camera with Built Two-Way Talk and a Siren Alarm, Black, Works with Alexa",4.6,"19,849",$199.99
2021-02-18,84,"Apple Watch Series 3 (GPS, 42mm) - Space Gray Aluminum Case with Black Sport Band",4.8,"112,868",$199.00
2021-02-18,85,"Mac Book Pro Charger, Replacement AC 60W Power Adapter, 60W White Charger L-Tip Magnetic Connector Compatible for Mac…",4.7,884,$22.99
2021-02-18,86,"Mpow BH129 Bluetooth Receiver for Car, Aux Bluetooth Car Adapter 5.0 for Wired Speakers/Headphones/Home Music Streaming…",4.4,"21,266",$16.49
2021-02-18,87,Kindle - Now with a Built-in Front Light - Black - Ad-Supported + Kindle Unlimited (with auto-renewal),4.6,"32,193",$64.99
